Date,Date Sort,Day,Church,Address,Phone,Communities Served,Category,Time,End Time,Service Name,Language,Location,Notes
"Sat, Feb 28, 2026",2026-02-28,Saturday,St Edward the Confessor,"785 Newark-Granville Rd, Granville",(740) 587-3254,Canal Winchester,Confession,4:00 PM,4:30 PM,Confession,English,Church of St. Edward the Confessor,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Agatha,"1860 Northam Rd, Upper Arlington",(614) 488-6149,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,4:00 PM,,Confessions,English,,until all heard or celebrant must prepare for Mass
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Aloysius,"2165 W Broad St, Columbus",(614) 276-6587,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,TBD,,Confessions,English,,by Appointment only
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Andrew Catholic Church Parish Office,"1899 McCoy Rd, Columbus",+1-614-451-4290,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,3:15 PM,4:15 PM,Confessions,English,St. Andrew,or by appointment
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Andrew Catholic Church Parish Office,"1899 McCoy Rd, Columbus",(614) 451-4290,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,3:15 PM,4:15 PM,Confession,English,,or by appointment with a priest
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Bernadette,"1343 Wheeling Rd, Lancaster",(740) 654-1893,Canal Winchester; Groveport,Confession,3:00 PM,4:00 PM,Confession,English,St. Bernadette,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Bernadette,"1343 Wheeling Rd, Lancaster",(740) 654-1893,Canal Winchester; Groveport,Confession,8:15 AM,9:00 AM,Confession,English,St. Bernadette,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Brendan the Navigator,"4475 Dublin Rd, Hilliard",(614) 876-1272,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,9:00 AM,,Confessions,English,,or by appointment
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Brigid of Kildare,"7179 Avery Rd, Dublin",(614) 761-3734,Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,9:30 AM,,Confession,English,St. Brigid of Kildare Church,note: after the 9:00 AM Saturday Mass
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Cecilia,"434 Norton Rd, Columbus",(614) 878-5353,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,10:00 AM,11:00 AM,Confession,English,,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Cecilia,"434 Norton Rd, Columbus",(614) 878-5353,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,4:00 PM,4:30 PM,Confession,English,,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Christopher,"1420 Grandview Ave, Columbus",614-754-8888,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,3:45 PM,4:15 PM,Confession,English,,note: or by appointment
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. James the Less,"1652 Oakland Park Ave, Columbus",(614) 262-1179,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,3:15 PM,4:15 PM,Confession,English,,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Joan of Arc,"10700 Liberty Rd S, Powell",(614) 761-0905,Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,9:00 AM,,Confession,English,Saint Joan of Arc Campus,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Joan of Arc,"10700 Liberty Rd S, Powell",(614) 761-0905,Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,TBD,,Confession,English,Saint Joan of Arc Campus,after the Mass
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. John Neumann,"9633 E State Rt 37, Sunbury",(740) 965-1358,Hilliard; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,3:00 PM,3:50 PM,Confession,English,,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. John XXIII,"5170 Winchester Southern Rd NW, Canal Winchester",(614) 920-1563,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,3:00 PM,3:30 PM,Confessions,English,St. John XXIII Church,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Joseph,"140 W Ave, Plain City",(614) 873-8850,Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,3:30 PM,4:00 PM,Confession,English,Church,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Joseph,"140 W Ave, Plain City",(614) 873-8850,Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,9:30 AM,,Confession,English,Church,after Life and Mercy Mass
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Joseph,"140 W Ave, Plain City",(614) 873-8850,Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,TBD,,Confession,English,,by appointment
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Leonard,"57 Dorsey Mill Rd, Heath",17405225270,Canal Winchester,Confession,3:45 PM,4:15 PM,Confession,English,,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Margaret of Cortona,"1600 N Hague Ave, Columbus",(614) 279-1690,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,3:00 PM,3:30 PM,Confession,english,,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Mary,"82 E William St, Delaware",(740) 363-4641,Hilliard; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,3:00 PM,4:10 PM,Confession,English,,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Mary,"5684 Rd, Groveport",16144971324,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,3:15 PM,4:00 PM,Confession,English,St. Mary,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Mary,"82 E William St, Delaware",(740) 363-4641,Hilliard; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,8:00 AM,8:45 AM,Confession,English,,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Mary of the Assumption,"684 S 3rd St, Columbus",(614) 445-9668,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,3:15 PM,4:00 PM,Confession,English,St. Mary,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Matthew the Apostle,"807 Havens Corners Rd, Gahanna",(614) 471-0212,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,4:00 PM,,Confessions,English,,4-4:45 pm
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Michael the Archangel,"5750 N High St, Worthington",614-885-7814,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,2:30 PM,3:30 PM,Reconciliation,English,,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Patrick,"280 N Grant Ave, Columbus",(614) 240-5910,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,4:00 PM,5:00 PM,Confession,English,St. Patrick Church,except Holy Saturday
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Patrick,"61 S Union St, London",(740) 852-0942,Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,4:30 PM,,Confession,English,,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Paul the Apostle,"313 N State St, Westerville",(614) 882-2109,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,2:30 PM,,Confession,English,,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Pius X,"1051 Waggoner Rd, Reynoldsburg",(614) 866-2859,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,3:00 PM,4:00 PM,Confession,English,,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Stephen the Martyr,"4131 Clime Rd, Columbus",(614) 272-5206,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,4:00 PM,4:45 PM,Confession,English,Church,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Thomas More Newman Center (Ohio St. Univ.),"64 W Lane Ave, Columbus",(614) 291-4674,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,11:30 AM,12:00 PM,Confession,English,St. Thomas More Newman Center,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Timothy,"1088 Thomas Ln, Columbus",(614) 451-2671,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,4:00 PM,4:30 PM,Confessions,English,,
"Sat, Feb 28, 2026",2026-02-28,Saturday,Sts. Augustine and Gabriel,"1550 E Hudson St, Columbus",(614) 268-3123,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,4:00 PM,,Confession,English,,
"Sat, Feb 28, 2026",2026-02-28,Saturday,Sts. Augustine and Gabriel,"1550 E Hudson St, Columbus",(614) 268-3123,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,4:00 PM,,Confession,English,,or by appointment
"Sat, Feb 28, 2026",2026-02-28,Saturday,The Basilica of St. Mary of the Assumption,"132 S High St, Lancaster",(740) 653-0997,Canal Winchester; Groveport,Confession,3:00 PM,4:00 PM,Confession,English,Basilica of St. Mary of the Assumption,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Brendan the Navigator,"4475 Dublin Rd, Hilliard",(614) 876-1272,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Adoration,9:00 AM,1:00 PM,Adoration,English,St. Brendan Chapel,
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Catharine,"500 S Gould Rd, Columbus",(614) 231-4509,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Adoration,6:00 AM,4:00 PM,Adoration,English,Eucharistic Adoration Chapel,exposition
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Leonard,"57 Dorsey Mill Rd, Heath",17405225270,Canal Winchester,Adoration,5:00 AM,12:00 PM,Adoration,English,,exposition
"Sat, Feb 28, 2026",2026-02-28,Saturday,Holy Resurrection (Melkite) ,"4611 Glenmawr Ave, Columbus",(614) 654-1064,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Devotions,7:00 PM,,Great Vespers,English,"4611 Glenmawr Ave. Columbus, OH 43224",Evening Prayer
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. John Chrysostom (Ruthenian),"5858 Cleveland Ave, Columbus",(614) 882-7578,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Devotions,6:00 PM,,Vespers,English,,tags
"Sat, Feb 28, 2026",2026-02-28,Saturday,The Basilica of St. Mary of the Assumption,"132 S High St, Lancaster",(740) 653-0997,Canal Winchester; Groveport,Community,9:45 AM,12:00 PM,St. Mary Food Pantry,English,,
"Sat, Feb 28, 2026",2026-02-28,Saturday,Ascension,"555 S Main St, Johnstown",(740) 967-7871,Canal Winchester; Groveport; Hilliard; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,4:00 PM,,{Type},English,Church,tags: vigil
"Sat, Feb 28, 2026",2026-02-28,Saturday,Ascension,"555 S Main St, Johnstown",(740) 967-7871,Canal Winchester; Groveport; Hilliard; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,8:00 AM,,{Type},English,Church,tags: livestream; ad orientem
"Sat, Feb 28, 2026",2026-02-28,Saturday,Ascension,"555 S Main St, Johnstown",(740) 967-7871,Canal Winchester; Groveport; Hilliard; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,8:30 AM,9:30 AM,{Type},English,Church,tags: confession
"Sat, Feb 28, 2026",2026-02-28,Saturday,Ascension,"555 S Main St, Johnstown",(740) 967-7871,Canal Winchester; Groveport; Hilliard; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,8:30 AM,9:30 AM,{Type},English,Church,tags: exposition
"Sat, Feb 28, 2026",2026-02-28,Saturday,St. Mary Magdalene,"473 S Roys Ave, Columbus",(614) 274-1121,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,3:00 PM,7:00 PM,Media Sale,English,Church Hall,note: Soup and Sandwich supper
"Sun, Mar 01, 2026",2026-03-01,Sunday,Christ The King Chapel--Ohio Dominican University,"1216 Sunbury Rd (Sansbury Hall), Columbus",(614) 251-4567,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,7:00 PM,,Mass,English,Chapel,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Christ the King,"2777 E Livingston Ave, Columbus",(614) 237-0401,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,10:00 AM,,Mass,english,Christ the King,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Christ the King,"2777 E Livingston Ave, Columbus",(614) 237-0401,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,12:30 PM,,Mass,spanish,Christ the King,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Holy Cross,"204 S Fifth St, Columbus",(614)224-1295,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,9:00 AM,,Mass,English,Holy Cross Church,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Holy Family,"584 W Broad St, Columbus",(614) 221-4323,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Mass,English,,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Holy Family,"584 W Broad St, Columbus",(614) 221-4323,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,5:00 PM,,Mass,English,,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Holy Family,"584 W Broad St, Columbus",(614) 221-4323,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:00 PM,,Mass,English,,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Holy Family,"584 W Broad St, Columbus",(614) 221-4323,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,9:00 AM,,Mass,English,,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Holy Resurrection (Melkite) ,"4611 Glenmawr Ave, Columbus",(614) 654-1064,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Divine Liturgy,English,,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Holy Spirit,"4383 E Broad St, Whitehall",(614) 861-1521,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Mass,english,,check bulletin
"Sun, Mar 01, 2026",2026-03-01,Sunday,Holy Spirit,"4383 E Broad St, Whitehall",(614) 861-1521,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,9:00 AM,,Mass,english,,check bulletin
"Sun, Mar 01, 2026",2026-03-01,Sunday,Immaculate Conception Church,"414 E N Broadway, Columbus",(614) 267-9241,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Mass,English,Immaculate Conception Parish,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Immaculate Conception Church,"414 E N Broadway, Columbus",(614) 267-9241,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:30 AM,,Mass,English,Immaculate Conception Parish,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Oratory of St. Leo,"221 Hanford St, Columbus",614-443-7685,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,10:30 AM,,Mass,English,,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Oratory of St. Leo,"221 Hanford St, Columbus",614-443-7685,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:00 AM,,Mass,English,,
"Sun, Mar 01, 2026",2026-03-01,Sunday,"Our Lady of Guadalupe, Star of the New Evangelization","154 E Patterson Ave, Columbus",(614) 262-0390,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Mass,spanish,,
"Sun, Mar 01, 2026",2026-03-01,Sunday,"Our Lady of Guadalupe, Star of the New Evangelization","154 E Patterson Ave, Columbus",(614) 262-0390,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,5:00 PM,,Mass,english,,
"Sun, Mar 01, 2026",2026-03-01,Sunday,"Our Lady of Guadalupe, Star of the New Evangelization","154 E Patterson Ave, Columbus",(614) 262-0390,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,7:00 PM,,Mass,portuguese,,
"Sun, Mar 01, 2026",2026-03-01,Sunday,"Our Lady of Guadalupe, Star of the New Evangelization","154 E Patterson Ave, Columbus",(614) 262-0390,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:00 AM,,Mass,spanish,,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Our Lady of Lebanon [Maronite],"1559 Roxbury Rd, Marble Cliff",,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:30 AM,,Divine Liturgy,English,Our Lady of Victory Church,Followed by a Social Gathering
"Sun, Mar 01, 2026",2026-03-01,Sunday,Our Lady of Lourdes,"1033 W Fifth St, Marysville",(937) 644-6020,Hilliard,Mass,11:30 AM,,Mass,english,Our Lady of Lourdes,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Our Lady of Lourdes,"1033 W Fifth St, Marysville",(937) 644-6020,Hilliard,Mass,9:00 AM,,Mass,english,Our Lady of Lourdes,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Our Lady of Mount Carmel,"5133 Walnut Rd SE, Buckeye Lake",(740) 928-3266,Canal Winchester; Groveport,Mass,11:00 AM,,Mass,English,,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Our Lady of Mount Carmel,"5133 Walnut Rd SE, Buckeye Lake",(740) 928-3266,Canal Winchester; Groveport,Mass,8:00 AM,,Mass,English,,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Our Lady of Peace,"20 E Dominion Blvd, Columbus",(614) 263-8824,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:30 AM,,Mass,English,,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Our Lady of Peace,"20 E Dominion Blvd, Columbus",(614) 263-8824,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:45 AM,,Mass,English,,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Our Lady of Perpetual Help Church,"3730 Broadway, Grove City",(614) 875-3322,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,10:30 AM,,Holy Mass,English,,
"Sun, Mar 01, 2026",2026-03-01,Sunday,Our Lady of Perpetual Help Church,"3730 Broadway, Grove City",(614) 875-3322,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:30 AM,,Holy Mass,English,,
